name,reg_no,cgpa
George,REG021943,3.17
Granville,REG021944,3.02
Williams,REG021945,2.39
Isaac,REG021946,5.08
Librado,REG021947,2.00
Josefa,REG021948,2.98
Dessa,REG021949,2.00
Zola,REG021950,4.05
Beda,REG021951,2.00
Ressie,REG021952,2.98
Eleonora,REG021953,2.22
Henri,REG021954,2.00
Norine,REG021955,2.31
Della,REG021956,6.17
Amiel,REG021957,1.73
Narcissus,REG021958,2.61
Leontine,REG021959,2.31
Ray,REG021960,6.07
Roxana,REG021961,1.73
Helene,REG021962,4.21
Elmo,REG021963,2.47
Goldia,REG021964,3.60
Lelar,REG021965,1.73
Bernice,REG021966,2.12
Gaylord,REG021967,2.12
Eula,REG021968,5.67
Almer,REG021969,1.73
Addie,REG021970,5.96
Manuela,REG021971,1.87
Peggie,REG021972,2.00
Theckla,REG021973,1.73
Major,REG021974,3.42
Norah,REG021975,2.54
Jerome,REG021976,4.31
Eveline,REG021977,2.39
Reyes,REG021978,1.73
Ulyses,REG021979,2.00
Anastasia,REG021980,3.37
Oather,REG021981,1.87
Isadora,REG021982,2.00
Annabelle,REG021983,3.86
Burnice,REG021984,1.73
Bernadette,REG021985,3.71
Sherman,REG021986,4.06
Olen,REG021987,2.31
Reese,REG021988,2.12
Reuben,REG021989,4.13
Kirby,REG021990,1.73
Jodie,REG021991,1.87
Gerson,REG021992,1.73
Lucia,REG021993,3.50
Dan,REG021994,4.84
Evalina,REG021995,1.87
Allena,REG021996,2.39
Diana,REG021997,3.10
Zena,REG021998,2.61
Jose,REG021999,1.73
Eric,REG022000,3.31
Palmer,REG022001,1.73
Fern,REG022002,2.31
Jose,REG022003,4.28
Isla,REG022004,2.61
Odette,REG022005,2.47
Daisie,REG022006,1.87
Bell,REG022007,3.34
Ples,REG022008,1.73
Althea,REG022009,3.06
Tilda,REG022010,2.78
Avery,REG022011,2.84
Beulah,REG022012,6.62
Noah,REG022013,4.13
Barton,REG022014,1.87
Bernadine,REG022015,2.89
Arvil,REG022016,2.00
Donald,REG022017,6.89
Retta,REG022018,3.02
Richard,REG022019,7.00
Raymond,REG022020,6.80
Michael,REG022021,5.69
Addison,REG022022,2.61
Elie,REG022023,2.31
Catherine,REG022024,7.76
Sophronia,REG022025,2.89
Nadine,REG022026,3.64
Frank,REG022027,2.89
Carola,REG022028,1.87
Myrtis,REG022029,3.84
Aleck,REG022030,2.00
Orval,REG022031,2.12
Marian,REG022032,4.29
Mattie,REG022033,6.98
Ennis,REG022034,1.87
Donald,REG022035,4.93
Bertha,REG022036,2.31
Arie,REG022037,2.89
Alice,REG022038,2.22
Sylvia,REG022039,4.93
Venice,REG022040,1.87
Bryant,REG022041,3.17
Naomi,REG022042,6.48
Red,REG022043,1.87
Alberta,REG022044,5.00
Ailene,REG022045,1.73
Ell,REG022046,1.73
Jesus,REG022047,1.87
Elma,REG022048,4.55
Love,REG022049,1.73
Orren,REG022050,1.73
Genevive,REG022051,2.00
Sina,REG022052,2.61
Elmira,REG022053,2.93
Hazel,REG022054,2.31
Seaborn,REG022055,1.87
Austin,REG022056,3.88
Paulina,REG022057,2.47
Viola,REG022058,6.66
Evie,REG022059,4.21
Luetta,REG022060,2.47
Stewart,REG022061,2.98
Georgie,REG022062,2.00
Hugo,REG022063,3.55
Marshal,REG022064,2.12
Marrie,REG022065,2.00
Cleone,REG022066,2.47
June,REG022067,5.42
Kirk,REG022068,2.31
Bartholomew,REG022069,2.31
Aurelio,REG022070,2.39
Joella,REG022071,2.00
Theodora,REG022072,2.84
Fleeta,REG022073,2.12
Wash,REG022074,2.39
Margie,REG022075,3.37
Dow,REG022076,1.73
Neta,REG022077,3.06
Mattie,REG022078,2.12
Carl,REG022079,2.22
Jules,REG022080,2.84
Tennie,REG022081,3.17
Atlas,REG022082,1.87
Glenn,REG022083,3.64
Seymour,REG022084,2.22
Julio,REG022085,2.67
Alvis,REG022086,2.22
Adolph,REG022087,4.24
Leah,REG022088,4.94
Joeanna,REG022089,2.00
Luna,REG022090,3.10
Auda,REG022091,2.31
Orange,REG022092,2.00
Isaac,REG022093,5.13
Lupe,REG022094,1.73
Graham,REG022095,2.12
Delta,REG022096,2.22
Nelia,REG022097,2.00
Theresa,REG022098,6.58
Stanley,REG022099,6.07
Alford,REG022100,2.78
Hardin,REG022101,1.73
Rosella,REG022102,3.71
Reed,REG022103,2.93
Sanford,REG022104,3.02
Celestine,REG022105,2.47
Johnson,REG022106,2.93
Nellie,REG022107,6.99
Letta,REG022108,1.73
Riley,REG022109,3.86
Elzie,REG022110,2.73
Lala,REG022111,3.24
Reinhold,REG022112,2.12
Anabel,REG022113,2.61
Mitchell,REG022114,3.10
Joan,REG022115,4.01
Melton,REG022116,1.87
Jeanne,REG022117,4.13
Benton,REG022118,1.73
Hartford,REG022119,1.73
David,REG022120,6.54
Mae,REG022121,6.96
Abel,REG022122,2.67
Wilfred,REG022123,4.36
Girtha,REG022124,1.87
Sonny,REG022125,2.12
Mimi,REG022126,1.73
Burley,REG022127,2.00
Cornelius,REG022128,4.37
Retha,REG022129,1.73
Viola,REG022130,5.68
Agatha,REG022131,3.40
Roman,REG022132,2.89
Oleva,REG022133,1.73
Corena,REG022134,1.73
Christene,REG022135,2.47
Hildegard,REG022136,1.87
Estella,REG022137,5.63
Frieda,REG022138,5.49
Elvie,REG022139,2.67
Webster,REG022140,2.84
Ruby,REG022141,7.37
Verena,REG022142,2.00
Pearlee,REG022143,2.12
Benjiman,REG022144,2.54
Roswell,REG022145,2.00
Clifford,REG022146,5.79
Overton,REG022147,1.73
Mettie,REG022148,2.54
Ned,REG022149,3.71
Clarabel,REG022150,2.12
Louise,REG022151,2.31
Allison,REG022152,2.22
Wendell,REG022153,2.12
Vernon,REG022154,4.15
Elzora,REG022155,2.39
Eveline,REG022156,2.89
Marguerite,REG022157,5.00
Rosia,REG022158,1.73
Julius,REG022159,5.39
Barbara,REG022160,6.01
Myrla,REG022161,1.73
Gertie,REG022162,4.59
Forest,REG022163,3.31
Edith,REG022164,2.00
Timothy,REG022165,4.18
Fate,REG022166,2.22
Lula,REG022167,6.54
Larry,REG022168,2.84
Cassandra,REG022169,1.73
Lola,REG022170,5.06
Willie,REG022171,6.13
Winston,REG022172,3.45
Irvine,REG022173,1.73
Granville,REG022174,2.89
Lavina,REG022175,4.01
Victorine,REG022176,2.31
Genie,REG022177,2.31
Lucretia,REG022178,3.42
Juanita,REG022179,5.07
Wilda,REG022180,3.14
Clara,REG022181,2.47
Lovell,REG022182,1.87
Adela,REG022183,4.01
Ivan,REG022184,3.79
Jennings,REG022185,2.39
Ellwood,REG022186,1.73
Arta,REG022187,1.87
Antonetta,REG022188,1.87
George,REG022189,3.42
Juliette,REG022190,3.24
Alonzo,REG022191,4.40
Fay,REG022192,4.44
Noble,REG022193,3.28
Augusta,REG022194,5.46
Fern,REG022195,1.87
Eileen,REG022196,5.18
Marjory,REG022197,2.73
Guadalupe,REG022198,2.61
Mattie,REG022199,2.39
Carrol,REG022200,2.54
Era,REG022201,4.16
Arch,REG022202,2.89
Kay,REG022203,3.06
Maurice,REG022204,2.12
Dola,REG022205,1.87
Therese,REG022206,2.39
Otha,REG022207,2.61
Vera,REG022208,6.70
Everlyn,REG022209,1.73
Howard,REG022210,6.28
Hiram,REG022211,3.81
Jacqueline,REG022212,1.73
Vernia,REG022213,2.12
Dawson,REG022214,2.31
Thora,REG022215,3.21
Juliette,REG022216,2.22
Jenny,REG022217,3.21
Bernadette,REG022218,1.87
Grant,REG022219,4.20
Sumner,REG022220,1.87
Nelia,REG022221,2.47
Rosemary,REG022222,2.47
Dimple,REG022223,2.84
Dale,REG022224,2.39
Sophronia,REG022225,2.54
Curtis,REG022226,2.39
Clemence,REG022227,2.31
Maurine,REG022228,2.00
Altha,REG022229,3.37
Asa,REG022230,3.14
Georgene,REG022231,1.73
Orphus,REG022232,1.73
Rulon,REG022233,1.73
Elton,REG022234,2.73
Eloise,REG022235,4.36
Harland,REG022236,3.14
Gertude,REG022237,1.87
Annetta,REG022238,2.54
Luther,REG022239,5.36
Aldea,REG022240,2.31
Frieda,REG022241,4.91
Ethelene,REG022242,2.00
Jesus,REG022243,2.84
Pearlie,REG022244,2.00
Mariah,REG022245,3.14
Jim,REG022246,5.75
Mandy,REG022247,3.45
Adelina,REG022248,3.02
Lilliemae,REG022249,1.73
Virdie,REG022250,2.39
Arthur,REG022251,7.23
Onida,REG022252,1.73
Ermine,REG022253,2.39
Adelaide,REG022254,4.46
Orin,REG022255,2.61
Pearley,REG022256,1.87
Bradford,REG022257,2.22
Florena,REG022258,1.73
Lonie,REG022259,2.31
Nelda,REG022260,2.39
Isham,REG022261,2.22
Marlin,REG022262,3.45
Albirta,REG022263,2.00
Curtis,REG022264,4.06
Santos,REG022265,2.22
Florence,REG022266,6.90
Elvira,REG022267,5.09
Sammie,REG022268,3.42
Mckinley,REG022269,3.96
Marjory,REG022270,2.61
Ione,REG022271,4.34
Mozel,REG022272,2.00
Adelina,REG022273,2.54
Giovanni,REG022274,1.73
Fred,REG022275,7.10
Roosevelt,REG022276,4.93
Thyra,REG022277,2.61
Overton,REG022278,2.00
Leander,REG022279,2.78
Carey,REG022280,1.87
Callie,REG022281,1.73
Caleb,REG022282,2.61
Mildred,REG022283,8.33
Ica,REG022284,2.00
Riley,REG022285,3.28
Clarence,REG022286,2.39
Erma,REG022287,3.84
Isma,REG022288,1.73
Lois,REG022289,2.12
Sunshine,REG022290,2.22
Laurene,REG022291,2.00
Sim,REG022292,2.89
Eugenia,REG022293,4.11
Rosetta,REG022294,3.55
Rich,REG022295,2.22
Hollie,REG022296,1.73
Era,REG022297,3.69
Harriette,REG022298,3.14
Whit,REG022299,2.00
Elena,REG022300,3.79
Lou,REG022301,4.81
Dell,REG022302,2.12
Sing,REG022303,2.12
Lenna,REG022304,2.89
Marvelle,REG022305,1.87
Sidonia,REG022306,1.87
Carrol,REG022307,1.87
Geneva,REG022308,3.73
Brutus,REG022309,1.73
Marguerita,REG022310,1.73
Elene,REG022311,1.87
Mirtie,REG022312,2.12
Viola,REG022313,1.73
Vester,REG022314,2.47
Aggie,REG022315,2.22
Willie,REG022316,6.10
Hermann,REG022317,1.87
Beaulah,REG022318,2.12
Clarisse,REG022319,1.73
True,REG022320,1.73
Payton,REG022321,1.87
Myrna,REG022322,2.12
Lorraine,REG022323,1.73
Rex,REG022324,3.42
Hermena,REG022325,1.73
Abraham,REG022326,4.83
Paulina,REG022327,2.00
Page,REG022328,1.73
Lyda,REG022329,3.94
Claude,REG022330,5.62
Susanne,REG022331,2.00
Edyth,REG022332,2.84
Sid,REG022333,2.67
Orville,REG022334,3.89
Lucile,REG022335,5.51
Sie,REG022336,1.87
Luvenia,REG022337,3.62
Ivy,REG022338,2.22
Gloria,REG022339,3.37
Etha,REG022340,2.39
Calvin,REG022341,4.63
Bernece,REG022342,1.87
Dagmar,REG022343,2.54
Lester,REG022344,5.97
Lilyan,REG022345,2.78
Zeda,REG022346,1.73
Emmet,REG022347,3.10
Zada,REG022348,2.61
Marge,REG022349,2.47
Linnea,REG022350,2.00
Orange,REG022351,2.54
Coral,REG022352,2.00
Petra,REG022353,3.10
Adda,REG022354,1.73
Emmanuel,REG022355,1.73
Claudie,REG022356,3.81
Norene,REG022357,2.47
Arnulfo,REG022358,1.73
Ennis,REG022359,2.00
Dudley,REG022360,3.10
Harvey,REG022361,5.51
Elton,REG022362,4.04
Maybel,REG022363,1.87
Christy,REG022364,1.73
Jonnie,REG022365,1.73
Junius,REG022366,3.28
John,REG022367,3.79
Tilla,REG022368,1.73
Clifton,REG022369,4.40
Dana,REG022370,2.84
Elma,REG022371,5.33
Dexter,REG022372,2.47
Ottilie,REG022373,2.54
Theresia,REG022374,2.39
Bertha,REG022375,2.00
Ada,REG022376,2.00
Beulah,REG022377,6.63
Cameron,REG022378,1.87
Wilhelmena,REG022379,1.73
Parks,REG022380,1.73
Travis,REG022381,2.98
Vernon,REG022382,2.39
Coletta,REG022383,2.54
Beverly,REG022384,2.22
Erasmo,REG022385,1.73
Pleasant,REG022386,2.22
Cecilia,REG022387,5.45
Therman,REG022388,1.87
Mirtie,REG022389,1.87
Waldemar,REG022390,1.73
Theodora,REG022391,1.73
Floris,REG022392,2.12
Arvilla,REG022393,2.12
Sim,REG022394,2.54
Floretta,REG022395,1.73
Anne,REG022396,5.56
Humphrey,REG022397,1.73
Paul,REG022398,1.73
Hallie,REG022399,2.54
Lyle,REG022400,3.28
Evalyn,REG022401,2.54
Alma,REG022402,2.61
Altie,REG022403,2.12
Bryant,REG022404,1.73
Tassie,REG022405,1.73
Ora,REG022406,3.84
Laurette,REG022407,2.22
Carl,REG022408,1.87
Ewald,REG022409,2.31
Alvis,REG022410,2.54
Kyle,REG022411,2.31
Benita,REG022412,2.12
Patsy,REG022413,3.77
Kelsey,REG022414,1.73
Louis,REG022415,2.47
Sue,REG022416,4.28
Mellie,REG022417,2.98
Lollie,REG022418,1.73
Marguerite,REG022419,6.30
Jessie,REG022420,6.83
Therese,REG022421,2.73
Frances,REG022422,6.17
Dora,REG022423,6.55
Burley,REG022424,2.22
Linton,REG022425,1.73
Maude,REG022426,6.58
Pasqualina,REG022427,2.39
Odella,REG022428,1.73
Othelia,REG022429,1.73
Howell,REG022430,1.87
Alphonse,REG022431,2.47
Zella,REG022432,4.64
Lisa,REG022433,2.22
Walton,REG022434,2.78
Linton,REG022435,2.00
Letty,REG022436,1.73
Melia,REG022437,1.87
Adrienne,REG022438,3.40
Marian,REG022439,2.31
Clarence,REG022440,6.90
Dagny,REG022441,1.73
Fletcher,REG022442,3.40
Titus,REG022443,1.87
Russel,REG022444,3.60
Rosalie,REG022445,3.06
Tishie,REG022446,2.22
Edithe,REG022447,1.87
Fleeta,REG022448,2.00
Antonio,REG022449,4.62
Ozzie,REG022450,1.73
Dorathea,REG022451,2.00
Cherrie,REG022452,1.87
Jetta,REG022453,1.73
Emil,REG022454,4.63
Susie,REG022455,6.28
Orin,REG022456,2.89
Irvine,REG022457,1.87
Wilbur,REG022458,4.48
Lavere,REG022459,1.73
Ersie,REG022460,1.87
Frieda,REG022461,5.44
Wilmer,REG022462,3.69
Maxie,REG022463,2.54
Christine,REG022464,4.84
Carleton,REG022465,1.87
Emmitt,REG022466,2.73
Zera,REG022467,2.47
Ernest,REG022468,6.46
Marvel,REG022469,3.45
Linsey,REG022470,1.73
Russel,REG022471,4.11
Claude,REG022472,5.82
Emeline,REG022473,2.73
Hattie,REG022474,6.95
Lera,REG022475,2.67
Elinor,REG022476,2.22
Giuseppe,REG022477,1.73
Eliza,REG022478,5.49
Reynold,REG022479,1.73
Tommy,REG022480,2.54
Ike,REG022481,3.84
Osa,REG022482,2.47
Bella,REG022483,3.84
Golden,REG022484,2.39
Burt,REG022485,3.02
Edson,REG022486,1.73
Sebron,REG022487,1.73
Wiley,REG022488,3.77
Cicero,REG022489,2.39
Beata,REG022490,2.12
Adah,REG022491,3.53
Mozell,REG022492,1.87
Cattie,REG022493,2.12
Tempie,REG022494,2.67
Orville,REG022495,5.24
Sebastian,REG022496,1.87
Adaline,REG022497,2.89
Charline,REG022498,2.73
Senia,REG022499,1.73
Augustus,REG022500,3.40
Clifford,REG022501,2.47
Chesley,REG022502,1.73
Santa,REG022503,2.67
Dominga,REG022504,2.12
Johney,REG022505,1.73
Joanna,REG022506,3.50
Harley,REG022507,3.82
Addie,REG022508,2.12
Floretta,REG022509,2.00
Tom,REG022510,1.87
Eddie,REG022511,4.53
Birt,REG022512,1.87
Phillip,REG022513,4.21
Roena,REG022514,2.22
Lavena,REG022515,2.31
Harley,REG022516,3.94
Marie,REG022517,7.85
Jeanne,REG022518,3.77
Ota,REG022519,2.00
Aurelia,REG022520,3.58
Beula,REG022521,3.31
Seth,REG022522,2.98
Courtney,REG022523,2.22
Lazarus,REG022524,1.73
Magdalena,REG022525,3.58
Willis,REG022526,4.82
Cleona,REG022527,1.73
Jule,REG022528,1.73
Humphrey,REG022529,2.12
Alphonso,REG022530,2.47
Clifford,REG022531,4.76
Whit,REG022532,1.73
Venita,REG022533,2.00
Ples,REG022534,2.12
Earnest,REG022535,5.05
Art,REG022536,2.78
Lilian,REG022537,3.40
Eveline,REG022538,3.28
Marcia,REG022539,3.48
Tempie,REG022540,2.84
Fanny,REG022541,4.28
Felicia,REG022542,2.39
Jewel,REG022543,2.78
Gerhard,REG022544,2.12
Felicitas,REG022545,2.12
Odessa,REG022546,3.77
Pansy,REG022547,4.62
Rodney,REG022548,3.28
Calla,REG022549,1.73
Elizah,REG022550,1.87
Orelia,REG022551,2.12
Orin,REG022552,2.39
Melissa,REG022553,3.10
Clemmie,REG022554,3.02
Morris,REG022555,5.51
Cleon,REG022556,1.73
Dewitt,REG022557,3.31
Josiephine,REG022558,1.87
Rosy,REG022559,2.12
Corine,REG022560,3.60
Adelbert,REG022561,1.87
Melvin,REG022562,4.61
Reese,REG022563,2.31
Jewel,REG022564,4.31
Lorinda,REG022565,1.87
Junius,REG022566,2.73
Elzie,REG022567,2.31
Roxy,REG022568,2.00
Senora,REG022569,1.87
Icy,REG022570,1.87
Zillie,REG022571,1.87
Merrill,REG022572,2.73
Alexander,REG022573,5.10
Mont,REG022574,2.12
Elmo,REG022575,2.78
Eugenie,REG022576,2.00
Samantha,REG022577,2.93
Laveta,REG022578,2.12
Leonard,REG022579,5.83
Hershel,REG022580,2.12
Libbie,REG022581,2.93
Horatio,REG022582,1.87
Adah,REG022583,2.84
Alf,REG022584,2.39
Dennis,REG022585,4.93
Eleanor,REG022586,6.74
Zona,REG022587,2.61
Geoffrey,REG022588,1.73
Tillie,REG022589,5.14
Olla,REG022590,1.87
Osborn,REG022591,1.87
Yola,REG022592,2.67
Vera,REG022593,6.94
Lige,REG022594,2.12
Dan,REG022595,5.07
Lady,REG022596,2.61
Bessie,REG022597,6.78
Billie,REG022598,2.61
Ammie,REG022599,2.00
Genevia,REG022600,2.31
Luddie,REG022601,2.12
Ilo,REG022602,2.67
Myrtice,REG022603,3.02
Tilda,REG022604,3.02
Elam,REG022605,1.73
Axie,REG022606,1.73
Elmon,REG022607,1.87
Delila,REG022608,2.47
Golden,REG022609,2.22
Dee,REG022610,2.22
Sallie,REG022611,5.93
Theodosia,REG022612,2.12
Tina,REG022613,3.14
Newell,REG022614,2.31
Whit,REG022615,2.12
Fairy,REG022616,2.54
Clara,REG022617,7.46
Claire,REG022618,1.73
Delsie,REG022619,2.54
Eudora,REG022620,2.22
Loyal,REG022621,2.78
Joanna,REG022622,3.62
Louis,REG022623,6.64
Burnice,REG022624,2.12
Amy,REG022625,4.80
Evonne,REG022626,1.73
Stanislaus,REG022627,1.73
Lavette,REG022628,1.73
Carolyn,REG022629,4.83
Alphonse,REG022630,2.84
Egbert,REG022631,1.73
Lyla,REG022632,2.00
Brian,REG022633,1.73
Erie,REG022634,2.47
Vara,REG022635,2.12
Bennie,REG022636,3.17
Leo,REG022637,2.73
Lucinda,REG022638,4.64
Gene,REG022639,4.46
Jule,REG022640,2.39
Axie,REG022641,1.73
Ruth,REG022642,2.00
Arno,REG022643,1.87
Oneida,REG022644,1.73
Morton,REG022645,1.87
Rosevelt,REG022646,2.93
Rowena,REG022647,3.60
Reed,REG022648,2.89
Mathilde,REG022649,3.24
Odeal,REG022650,1.87
Aurelia,REG022651,2.98
Josefa,REG022652,2.39
Joanne,REG022653,3.10
Harvy,REG022654,2.00
Bridget,REG022655,3.02
Charity,REG022656,3.67
Euna,REG022657,2.00
Bonnie,REG022658,4.89
Ether,REG022659,2.47
Madaline,REG022660,3.31
Bette,REG022661,1.87
Wilbur,REG022662,5.49
Ivan,REG022663,3.94
Julian,REG022664,1.87
Tressie,REG022665,3.88
Squire,REG022666,2.22
Chester,REG022667,5.41
Roye,REG022668,1.73
Christian,REG022669,3.31
Curtis,REG022670,3.84
Dara,REG022671,1.73
Ronald,REG022672,4.38
Ramona,REG022673,4.12
Alcide,REG022674,2.00
Lolita,REG022675,1.73
Essie,REG022676,2.84
German,REG022677,2.12
Beaulah,REG022678,3.28
Eldon,REG022679,2.31
Elton,REG022680,3.50
Donie,REG022681,3.02
Arie,REG022682,2.54
Delpha,REG022683,2.00
Electa,REG022684,2.67
Wilbert,REG022685,3.28
Thad,REG022686,2.73
Litha,REG022687,2.00
Finis,REG022688,1.87
Conley,REG022689,2.22
Luellar,REG022690,1.73
Clemmie,REG022691,3.14
Hans,REG022692,3.06
Lorain,REG022693,1.87
Marianne,REG022694,1.73
Iola,REG022695,3.17
Willetta,REG022696,2.31
Leitha,REG022697,2.00
Rea,REG022698,2.12
Omer,REG022699,3.45
Nell,REG022700,5.22
Theresa,REG022701,1.73
Jettie,REG022702,2.78
Rene,REG022703,1.87
Eula,REG022704,6.19
Royden,REG022705,1.73
Cleo,REG022706,2.67
Millard,REG022707,3.99
Marshall,REG022708,4.67
Isabelle,REG022709,4.26
Fronie,REG022710,2.47
Josephine,REG022711,2.12
Vallie,REG022712,3.37
Ludie,REG022713,3.34
Claudie,REG022714,3.86
Beverly,REG022715,1.87
Hermann,REG022716,1.87
Christian,REG022717,3.60
Juanita,REG022718,4.33
Andres,REG022719,2.98
Theodore,REG022720,5.25
Fay,REG022721,3.73
Marshall,REG022722,5.00
Paralee,REG022723,2.73
Ardath,REG022724,2.61
Emma,REG022725,7.42
Angelica,REG022726,1.87
Missouri,REG022727,2.78
Guss,REG022728,2.12
Nevin,REG022729,1.87
Verne,REG022730,1.87
Caldonia,REG022731,2.31
Eldora,REG022732,2.00
Zula,REG022733,3.40
Ottis,REG022734,1.87
Dora,REG022735,1.73
Elizbeth,REG022736,1.73
Nancy,REG022737,6.11
Garnette,REG022738,1.87
Murray,REG022739,1.73
Leontine,REG022740,2.39
Zona,REG022741,2.12
Kitty,REG022742,3.14
Flossie,REG022743,5.76
Cordie,REG022744,3.53
Clair,REG022745,2.54
Spurgeon,REG022746,1.87
Broadus,REG022747,1.87
Howard,REG022748,5.85
Shellie,REG022749,2.00
Nena,REG022750,1.87
Lucius,REG022751,3.42
Morton,REG022752,2.39
Everet,REG022753,1.87
Gypsy,REG022754,1.73
Gerard,REG022755,1.73
Frances,REG022756,7.24
Admiral,REG022757,2.84
Isa,REG022758,2.47
Wilhelmina,REG022759,3.48
Dionicio,REG022760,1.73
Elvis,REG022761,2.84
Aura,REG022762,2.54
Brownie,REG022763,1.73
Loretha,REG022764,1.87
Thilda,REG022765,1.73
Zela,REG022766,2.12
Olin,REG022767,3.14
Hollie,REG022768,2.00
Jeannetta,REG022769,2.22
Lionel,REG022770,3.17
Eileen,REG022771,1.87
Zeb,REG022772,2.12
Lavina,REG022773,3.53
Imo,REG022774,2.12
Yolanda,REG022775,3.45
Louis,REG022776,6.49
Webster,REG022777,2.73
Georgina,REG022778,2.84
Carlee,REG022779,2.00
Carma,REG022780,1.73
Maxie,REG022781,1.73
Asberry,REG022782,2.00
Sherman,REG022783,4.11
Bernadene,REG022784,1.87
Nollie,REG022785,1.87
Harriett,REG022786,4.59
Docia,REG022787,2.73
Charity,REG022788,3.45
Florinda,REG022789,1.73
Oran,REG022790,2.54
Vila,REG022791,1.87
Floretta,REG022792,2.12
Ophelia,REG022793,4.69
Dannie,REG022794,1.87
Blair,REG022795,2.54
Bobby,REG022796,2.31
John,REG022797,8.83
Stacy,REG022798,1.87
Elmira,REG022799,3.62
Perley,REG022800,1.87
Aubrey,REG022801,1.87
Avis,REG022802,3.91
Verta,REG022803,2.12
Palma,REG022804,1.87
Lilia,REG022805,2.73
Zola,REG022806,3.77
Ardella,REG022807,3.02
Ocie,REG022808,3.84
Aili,REG022809,2.54
Winona,REG022810,3.62
Hettie,REG022811,4.49
John,REG022812,3.53
Pinkey,REG022813,1.73
Joann,REG022814,1.87
Gilma,REG022815,1.73
Mellie,REG022816,3.21
Mame,REG022817,2.39
Arlena,REG022818,2.93
Elza,REG022819,2.31
Augustus,REG022820,3.69
James,REG022821,3.10
Mittie,REG022822,4.30
Audrie,REG022823,2.22
Eben,REG022824,2.00
Lillie,REG022825,6.28
Carola,REG022826,1.73
Paralee,REG022827,2.00
Gussie,REG022828,4.93
Cecile,REG022829,4.30
Oswald,REG022830,3.28
Latha,REG022831,1.73
Myron,REG022832,3.62
Ola,REG022833,1.73
Germaine,REG022834,2.54
Twyla,REG022835,2.12
Persis,REG022836,1.87
Arnold,REG022837,4.41
Isiah,REG022838,3.82
Cordie,REG022839,2.61
Thelma,REG022840,6.74
Mariah,REG022841,2.78
Allison,REG022842,2.12
Luberta,REG022843,2.93
Davie,REG022844,1.73
Sylvester,REG022845,2.12
Romayne,REG022846,2.12
Arvid,REG022847,2.22
Marianna,REG022848,3.42
Landon,REG022849,1.87
Milton,REG022850,5.05
Etta,REG022851,5.73
Levie,REG022852,2.12
Emma,REG022853,2.12
Alda,REG022854,3.06
Homer,REG022855,5.48
Wesley,REG022856,4.81
Mckinley,REG022857,4.20
Bridget,REG022858,3.50
Virgil,REG022859,4.04
Fanny,REG022860,4.22
Odie,REG022861,2.84
Charlotta,REG022862,1.73
Lotta,REG022863,2.89
Elisabeth,REG022864,3.37
Orlo,REG022865,2.12
Wellington,REG022866,2.78
Maisie,REG022867,2.12
Effie,REG022868,2.12
Wanda,REG022869,3.73
Rosaline,REG022870,2.31
Noble,REG022871,3.02
Roslyn,REG022872,2.39
Alton,REG022873,2.73
Jane,REG022874,5.46
Aurore,REG022875,2.89
Dorothea,REG022876,2.67
Iola,REG022877,4.21
Carra,REG022878,2.39
Lovie,REG022879,3.21
Carlos,REG022880,3.28
Alvie,REG022881,2.12
Lawerence,REG022882,1.87
Myra,REG022883,4.40
Harriette,REG022884,3.02
Arla,REG022885,2.00
Margarette,REG022886,2.31
Harmon,REG022887,2.78
Anner,REG022888,2.31
Mary,REG022889,9.73
Iza,REG022890,2.12
Willam,REG022891,2.00
Marylouise,REG022892,2.12
Dominic,REG022893,4.63
Easter,REG022894,2.12
Rhoda,REG022895,5.05
